county,cause,sex,age_code,n-value,,n,,,
101,2,1,20,1,2.59246228,Low,4.179249878,Low,Low
101,2,1,21,1,3.639564159,Low,5.859494485,Low,Low
101,2,2,17,1,,Low,,Low,Low
101,3,1,16,1,,Low,,Low,Low
101,3,1,18,1,,Low,,Low,Low
101,3,1,19,1,,Low,,Low,Low
101,3,1,21,4,,High,,Medium,Low
101,3,1,22,1,,Low,,Low,Low
101,3,1,23,7,,High,,Medium,High
101,3,1,24,4,,High,,Medium,Low
101,3,1,25,4,,High,,Medium,Low
101,3,2,18,1,,Low,,Low,Low
101,3,2,21,1,,Low,,Low,Low
101,3,2,22,2,,Low,,Medium,Low
101,3,2,23,5,,High,,Medium,High
101,3,2,24,6,,High,,Medium,High
101,3,2,25,1,,Low,,Low,Low
101,4,1,18,1,,Low,,Low,Low
101,4,2,20,1,,Low,,Low,Low
101,4,2,21,1,,Low,,Low,Low
101,6,1,10,1,,Low,,Low,Low
101,6,1,11,1,,Low,,Low,Low
101,6,1,13,1,,Low,,Low,Low
101,6,1,14,3,,High,,Medium,Low
101,6,1,15,4,,High,,Medium,Low
101,6,1,16,5,,High,,Medium,High
101,6,1,17,10,,High,,High,High
101,6,1,18,23,,High,,High,High
101,6,1,19,26,,High,,High,High
101,6,1,20,31,,High,,High,High
101,6,1,21,25,,High,,High,High
101,6,1,22,24,,High,,High,High
101,6,1,23,36,,High,,High,High
101,6,1,24,15,,High,,High,High
101,6,1,25,4,,High,,Medium,Low
101,6,1,26,1,,Low,,Low,Low
101,6,2,10,1,,Low,,Low,Low
101,6,2,11,1,,Low,,Low,Low
101,6,2,13,4,,High,,Medium,Low
101,6,2,14,4,,High,,Medium,Low
101,6,2,15,4,,High,,Medium,Low
101,6,2,16,19,,High,,High,High
101,6,2,17,10,,High,,High,High
101,6,2,18,20,,High,,High,High
101,6,2,19,16,,High,,High,High
101,6,2,20,19,,High,,High,High
101,6,2,21,9,,High,,High,High
101,6,2,22,33,,High,,High,High
101,6,2,23,18,,High,,High,High
101,6,2,24,15,,High,,High,High
101,6,2,25,3,,High,,Medium,Low
101,7,1,15,1,,Low,,Low,Low
101,7,1,22,2,,Low,,Medium,Low
101,7,1,23,1,,Low,,Low,Low
101,7,1,24,1,,Low,,Low,Low
101,7,2,15,1,,Low,,Low,Low
101,7,2,17,1,,Low,,Low,Low
101,7,2,19,1,,Low,,Low,Low
101,7,2,22,1,,Low,,Low,Low
101,7,2,23,1,,Low,,Low,Low
101,7,2,24,1,,Low,,Low,Low
101,9,1,18,3,,High,,Medium,Low
101,9,1,19,3,,High,,Medium,Low
101,9,1,20,4,,High,,Medium,Low
101,9,1,21,4,,High,,Medium,Low
101,9,1,22,3,,High,,Medium,Low
101,9,1,23,1,,Low,,Low,Low
101,9,1,24,2,,Low,,Medium,Low
101,9,2,14,1,,Low,,Low,Low
101,9,2,17,1,,Low,,Low,Low
101,9,2,19,1,,Low,,Low,Low
101,9,2,20,1,,Low,,Low,Low
101,9,2,21,4,,High,,Medium,Low
101,9,2,22,7,,High,,Medium,High
101,9,2,23,5,,High,,Medium,High
101,9,2,24,6,,High,,Medium,High
101,9,2,25,2,,Low,,Medium,Low
101,10,1,21,2,,Low,,Medium,Low
101,10,1,23,8,,High,,High,High
101,10,1,24,2,,Low,,Medium,Low
101,10,1,25,2,,Low,,Medium,Low
101,10,2,21,1,,Low,,Low,Low
101,10,2,22,3,,High,,Medium,Low
101,10,2,23,7,,High,,Medium,High
101,10,2,24,2,,Low,,Medium,Low
101,10,2,25,1,,Low,,Low,Low
101,13,1,20,1,,Low,,Low,Low
101,13,1,21,1,,Low,,Low,Low
101,13,1,22,2,,Low,,Medium,Low
101,13,1,23,3,,High,,Medium,Low
101,13,1,24,2,,Low,,Medium,Low
101,13,1,25,1,,Low,,Low,Low
101,13,2,18,1,,Low,,Low,Low
101,13,2,21,1,,Low,,Low,Low
101,13,2,22,2,,Low,,Medium,Low
101,13,2,23,2,,Low,,Medium,Low
101,13,2,24,2,,Low,,Medium,Low
101,15,1,17,1,,Low,,Low,Low
101,15,1,18,1,,Low,,Low,Low
101,15,1,21,3,,High,,Medium,Low
101,15,1,22,2,,Low,,Medium,Low
101,15,1,23,1,,Low,,Low,Low
101,15,1,24,3,,High,,Medium,Low
101,15,1,25,5,,High,,Medium,High
101,15,1,26,1,,Low,,Low,Low
101,15,2,16,1,,Low,,Low,Low
101,15,2,22,6,,High,,Medium,High
101,15,2,23,11,,High,,High,High
101,15,2,24,4,,High,,Medium,Low
101,15,2,26,1,,Low,,Low,Low
101,16,1,11,1,,Low,,Low,Low
101,16,1,14,1,,Low,,Low,Low
101,16,1,15,4,,High,,Medium,Low
101,16,1,16,10,,High,,High,High
101,16,1,17,8,,High,,High,High
101,16,1,18,8,,High,,High,High
101,16,1,19,9,,High,,High,High
101,16,1,20,5,,High,,Medium,High
101,16,1,21,8,,High,,High,High
101,16,1,22,18,,High,,High,High
101,16,1,23,12,,High,,High,High
101,16,1,24,18,,High,,High,High
101,16,1,25,8,,High,,High,High
101,16,1,26,3,,High,,Medium,Low
101,16,2,12,1,,Low,,Low,Low
101,16,2,16,3,,High,,Medium,Low
101,16,2,17,1,,Low,,Low,Low
101,16,2,18,1,,Low,,Low,Low
101,16,2,19,5,,High,,Medium,High
101,16,2,20,4,,High,,Medium,Low
101,16,2,21,9,,High,,High,High
101,16,2,22,10,,High,,High,High
101,16,2,23,25,,High,,High,High
101,16,2,24,22,,High,,High,High
101,16,2,25,4,,High,,Medium,Low
101,16,2,26,1,,Low,,Low,Low
101,17,1,14,1,,Low,,Low,Low
101,17,1,16,2,,Low,,Medium,Low
101,17,1,18,3,,High,,Medium,Low
101,17,1,19,3,,High,,Medium,Low
101,17,1,20,1,,Low,,Low,Low
101,17,1,21,5,,High,,Medium,High
101,17,1,22,10,,High,,High,High
101,17,1,23,11,,High,,High,High
101,17,1,24,8,,High,,High,High
101,17,1,25,4,,High,,Medium,Low
101,17,2,15,1,,Low,,Low,Low
101,17,2,17,2,,Low,,Medium,Low
101,17,2,19,1,,Low,,Low,Low
101,17,2,20,5,,High,,Medium,High
101,17,2,21,2,,Low,,Medium,Low
101,17,2,22,8,,High,,High,High
101,17,2,23,5,,High,,Medium,High
101,17,2,24,15,,High,,High,High
101,17,2,25,5,,High,,Medium,High
101,18,2,22,1,,Low,,Low,Low
101,19,1,21,1,,Low,,Low,Low
101,19,1,23,1,,Low,,Low,Low
101,19,2,13,1,,Low,,Low,Low
101,19,2,23,1,,Low,,Low,Low
101,21,1,15,1,,Low,,Low,Low
101,21,1,16,2,,Low,,Medium,Low
101,21,1,18,1,,Low,,Low,Low
101,21,1,19,1,,Low,,Low,Low
101,21,1,20,1,,Low,,Low,Low
101,21,1,21,3,,High,,Medium,Low
101,21,1,22,8,,High,,High,High
101,21,1,23,12,,High,,High,High
101,21,1,24,19,,High,,High,High
101,21,1,25,6,,High,,Medium,High
101,21,2,18,1,,Low,,Low,Low
101,21,2,19,1,,Low,,Low,Low
101,21,2,20,1,,Low,,Low,Low
101,21,2,21,7,,High,,Medium,High
101,21,2,22,6,,High,,Medium,High
101,21,2,23,12,,High,,High,High
101,21,2,24,13,,High,,High,High
101,21,2,25,3,,High,,Medium,Low
101,21,2,26,3,,High,,Medium,Low
101,22,1,22,1,,Low,,Low,Low
101,23,1,17,1,,Low,,Low,Low
101,23,1,20,3,,High,,Medium,Low
101,23,1,21,4,,High,,Medium,Low
101,23,1,22,4,,High,,Medium,Low
101,23,1,23,12,,High,,High,High
101,23,1,24,8,,High,,High,High
101,23,1,25,1,,Low,,Low,Low
101,23,1,26,1,,Low,,Low,Low
101,23,2,20,1,,Low,,Low,Low
101,23,2,21,1,,Low,,Low,Low
101,23,2,22,4,,High,,Medium,Low
101,23,2,23,3,,High,,Medium,Low
101,23,2,24,7,,High,,Medium,High
101,23,2,25,2,,Low,,Medium,Low
101,24,1,23,1,,Low,,Low,Low
101,25,1,19,1,,Low,,Low,Low
101,25,1,20,1,,Low,,Low,Low
101,25,1,22,1,,Low,,Low,Low
101,25,1,24,2,,Low,,Medium,Low
101,25,1,25,4,,High,,Medium,Low
101,25,2,23,1,,Low,,Low,Low
101,26,1,20,1,,Low,,Low,Low
101,26,1,23,2,,Low,,Medium,Low
101,28,1,14,2,,Low,,Medium,Low
101,28,1,16,1,,Low,,Low,Low
101,28,1,17,1,,Low,,Low,Low
101,28,1,18,1,,Low,,Low,Low
101,28,1,21,1,,Low,,Low,Low
101,28,1,22,1,,Low,,Low,Low
101,28,1,23,1,,Low,,Low,Low
101,28,1,24,1,,Low,,Low,Low
101,28,2,19,1,,Low,,Low,Low
101,28,2,20,2,,Low,,Medium,Low
101,28,2,21,4,,High,,Medium,Low
101,28,2,23,1,,Low,,Low,Low
101,29,2,21,1,,Low,,Low,Low
101,30,1,18,2,,Low,,Medium,Low
101,30,1,22,1,,Low,,Low,Low
101,30,2,25,1,,Low,,Low,Low
101,31,1,21,1,,Low,,Low,Low
101,31,1,25,1,,Low,,Low,Low
101,31,1,26,1,,Low,,Low,Low
101,31,2,18,1,,Low,,Low,Low
101,31,2,21,1,,Low,,Low,Low
101,31,2,22,2,,Low,,Medium,Low
101,31,2,23,3,,High,,Medium,Low
101,31,2,24,4,,High,,Medium,Low
101,31,2,25,2,,Low,,Medium,Low
101,32,1,17,1,,Low,,Low,Low
101,32,1,18,1,,Low,,Low,Low
101,32,1,20,1,,Low,,Low,Low
101,32,1,21,2,,Low,,Medium,Low
101,32,1,22,2,,Low,,Medium,Low
101,32,1,23,3,,High,,Medium,Low
101,32,1,25,1,,Low,,Low,Low
101,32,2,16,1,,Low,,Low,Low
101,32,2,18,1,,Low,,Low,Low
101,32,2,19,1,,Low,,Low,Low
101,32,2,20,1,,Low,,Low,Low
101,32,2,22,3,,High,,Medium,Low
101,32,2,23,2,,Low,,Medium,Low
101,32,2,24,4,,High,,Medium,Low
101,32,2,25,2,,Low,,Medium,Low
101,34,1,1,5,,High,,Medium,High
101,34,1,2,1,,Low,,Low,Low
101,34,2,1,2,,Low,,Medium,Low
101,35,1,1,2,,Low,,Medium,Low
101,35,2,9,1,,Low,,Low,Low
101,35,2,16,1,,Low,,Low,Low
101,35,2,20,1,,Low,,Low,Low
101,36,1,24,1,,Low,,Low,Low
101,37,1,2,1,,Low,,Low,Low
101,37,2,2,1,,Low,,Low,Low
101,38,1,2,1,,Low,,Low,Low
101,38,1,9,1,,Low,,Low,Low
101,38,1,12,1,,Low,,Low,Low
101,38,1,14,1,,Low,,Low,Low
101,38,1,15,1,,Low,,Low,Low
101,38,1,17,2,,Low,,Medium,Low
101,38,1,18,1,,Low,,Low,Low
101,38,1,19,2,,Low,,Medium,Low
101,38,1,21,1,,Low,,Low,Low
101,38,1,22,1,,Low,,Low,Low
101,38,1,23,2,,Low,,Medium,Low
101,38,1,24,1,,Low,,Low,Low
101,38,2,13,3,,High,,Medium,Low
101,38,2,14,1,,Low,,Low,Low
101,38,2,15,1,,Low,,Low,Low
101,38,2,19,1,,Low,,Low,Low
101,38,2,23,1,,Low,,Low,Low
101,39,1,9,1,,Low,,Low,Low
101,39,1,12,3,,High,,Medium,Low
101,39,1,13,1,,Low,,Low,Low
101,39,1,14,2,,Low,,Medium,Low
101,39,1,15,1,,Low,,Low,Low
101,39,1,16,1,,Low,,Low,Low
101,39,1,17,2,,Low,,Medium,Low
101,39,1,18,3,,High,,Medium,Low
101,39,1,19,2,,Low,,Medium,Low
101,39,1,21,1,,Low,,Low,Low
101,39,1,23,1,,Low,,Low,Low
101,39,2,12,2,,Low,,Medium,Low
101,39,2,14,1,,Low,,Low,Low
101,39,2,19,2,,Low,,Medium,Low
101,40,1,10,1,,Low,,Low,Low
101,41,1,2,1,,Low,,Low,Low
101,41,1,10,1,,Low,,Low,Low
101,41,1,11,2,,Low,,Medium,Low
101,41,1,15,2,,Low,,Medium,Low
101,41,1,16,2,,Low,,Medium,Low
101,41,1,17,3,,High,,Medium,Low
101,41,1,18,2,,Low,,Medium,Low
101,41,1,19,3,,High,,Medium,Low
101,41,1,20,7,,High,,Medium,High
101,41,1,21,8,,High,,High,High
101,41,1,22,13,,High,,High,High
101,41,1,23,15,,High,,High,High
101,41,1,24,17,,High,,High,High
101,41,1,25,2,,Low,,Medium,Low
101,41,1,26,1,,Low,,Low,Low
101,41,2,2,1,,Low,,Low,Low
101,41,2,3,1,,Low,,Low,Low
101,41,2,16,1,,Low,,Low,Low
101,41,2,17,4,,High,,Medium,Low
101,41,2,18,2,,Low,,Medium,Low
101,41,2,19,3,,High,,Medium,Low
101,41,2,20,4,,High,,Medium,Low
101,41,2,21,6,,High,,Medium,High
101,41,2,22,7,,High,,Medium,High
101,41,2,23,14,,High,,High,High
101,41,2,24,17,,High,,High,High
101,41,2,25,9,,High,,High,High
102,1,1,16,1,,Low,,Low,Low
102,2,1,19,1,,Low,,Low,Low
102,2,1,21,1,,Low,,Low,Low
102,2,1,23,2,,Low,,Medium,Low
102,2,1,24,2,,Low,,Medium,Low
102,2,2,22,1,,Low,,Low,Low
102,2,2,24,1,,Low,,Low,Low
102,2,2,25,2,,Low,,Medium,Low
102,3,1,17,2,,Low,,Medium,Low
102,3,1,19,1,,Low,,Low,Low
102,3,1,20,2,,Low,,Medium,Low
102,3,1,22,3,,High,,Medium,Low
102,3,1,23,13,,High,,High,High
102,3,1,24,4,,High,,Medium,Low
102,3,1,25,2,,Low,,Medium,Low
102,3,1,26,1,,Low,,Low,Low
102,3,2,15,1,,Low,,Low,Low
102,3,2,20,2,,Low,,Medium,Low
102,3,2,21,1,,Low,,Low,Low
102,3,2,22,6,,High,,Medium,High
102,3,2,23,8,,High,,High,High
102,3,2,24,2,,Low,,Medium,Low
102,3,2,25,3,,High,,Medium,Low
102,4,1,17,1,,Low,,Low,Low
102,4,2,17,2,,Low,,Medium,Low
102,4,2,24,1,,Low,,Low,Low
102,5,1,14,1,,Low,,Low,Low
102,6,1,12,2,,Low,,Medium,Low
102,6,1,14,1,,Low,,Low,Low
102,6,1,15,8,,High,,High,High
102,6,1,16,13,,High,,High,High
102,6,1,17,17,,High,,High,High
102,6,1,18,24,,High,,High,High
102,6,1,19,33,,High,,High,High
102,6,1,20,29,,High,,High,High
102,6,1,21,39,,High,,High,High
102,6,1,22,37,,High,,High,High
102,6,1,23,46,,High,,High,High
102,6,1,24,27,,High,,High,High
102,6,1,25,11,,High,,High,High
102,6,2,11,1,,Low,,Low,Low
102,6,2,12,1,,Low,,Low,Low
102,6,2,13,2,,Low,,Medium,Low
102,6,2,14,4,,High,,Medium,Low
102,6,2,15,7,,High,,Medium,High
102,6,2,16,14,,High,,High,High
102,6,2,17,19,,High,,High,High
102,6,2,18,48,,High,,High,High
102,6,2,19,27,,High,,High,High
102,6,2,20,27,,High,,High,High
102,6,2,21,33,,High,,High,High
102,6,2,22,22,,High,,High,High
102,6,2,23,46,,High,,High,High
102,6,2,24,20,,High,,High,High
102,6,2,25,7,,High,,Medium,High
102,7,1,11,1,,Low,,Low,Low
102,7,1,16,1,,Low,,Low,Low
102,7,1,18,1,,Low,,Low,Low
102,7,1,19,2,,Low,,Medium,Low
102,7,1,20,2,,Low,,Medium,Low
102,7,1,21,1,,Low,,Low,Low
102,7,1,23,4,,High,,Medium,Low
102,7,1,24,3,,High,,Medium,Low
102,7,1,25,1,,Low,,Low,Low
102,7,1,26,1,,Low,,Low,Low
102,7,2,19,2,,Low,,Medium,Low
102,7,2,22,1,,Low,,Low,Low
102,7,2,23,2,,Low,,Medium,Low
102,7,2,24,2,,Low,,Medium,Low
102,7,2,25,1,,Low,,Low,Low
102,8,1,23,1,,Low,,Low,Low
102,8,2,18,1,,Low,,Low,Low
102,8,2,22,1,,Low,,Low,Low
102,8,2,23,1,,Low,,Low,Low
102,9,1,15,2,,Low,,Medium,Low
102,9,1,16,1,,Low,,Low,Low
102,9,1,17,1,,Low,,Low,Low
102,9,1,18,1,,Low,,Low,Low
102,9,1,19,2,,Low,,Medium,Low
102,9,1,20,1,,Low,,Low,Low
102,9,1,21,7,,High,,Medium,High
102,9,1,22,7,,High,,Medium,High
102,9,1,23,9,,High,,High,High
102,9,1,24,5,,High,,Medium,High
102,9,1,25,1,,Low,,Low,Low
102,9,1,26,1,,Low,,Low,Low
102,9,2,14,1,,Low,,Low,Low
102,9,2,17,1,,Low,,Low,Low
102,9,2,18,2,,Low,,Medium,Low
102,9,2,19,2,,Low,,Medium,Low
102,9,2,20,2,,Low,,Medium,Low
102,9,2,21,3,,High,,Medium,Low
102,9,2,22,9,,High,,High,High
102,9,2,23,11,,High,,High,High
102,9,2,24,7,,High,,Medium,High
102,9,2,25,4,,High,,Medium,Low
102,10,1,19,1,,Low,,Low,Low
102,10,1,21,1,,Low,,Low,Low
102,10,1,22,4,,High,,Medium,Low
102,10,1,23,4,,High,,Medium,Low
102,10,1,24,2,,Low,,Medium,Low
102,10,1,25,5,,High,,Medium,High
102,10,2,22,1,,Low,,Low,Low
102,10,2,23,2,,Low,,Medium,Low
102,10,2,24,8,,High,,High,High
102,10,2,25,4,,High,,Medium,Low
102,10,2,26,3,,High,,Medium,Low
102,11,1,21,1,,Low,,Low,Low
102,11,2,20,1,,Low,,Low,Low
102,12,2,20,1,,Low,,Low,Low
102,13,1,20,3,,High,,Medium,Low
102,13,1,21,1,,Low,,Low,Low
102,13,1,22,4,,High,,Medium,Low
102,13,1,23,3,,High,,Medium,Low
102,13,1,24,3,,High,,Medium,Low
102,13,2,21,2,,Low,,Medium,Low
102,13,2,22,1,,Low,,Low,Low
102,13,2,23,2,,Low,,Medium,Low
102,14,2,22,1,,Low,,Low,Low
102,15,1,15,1,,Low,,Low,Low
102,15,1,16,3,,High,,Medium,Low
102,15,1,17,1,,Low,,Low,Low
102,15,1,18,1,,Low,,Low,Low
102,15,1,19,2,,Low,,Medium,Low
102,15,1,20,2,,Low,,Medium,Low
102,15,1,21,1,,Low,,Low,Low
102,15,1,22,10,,High,,High,High
102,15,1,23,5,,High,,Medium,High
102,15,1,24,5,,High,,Medium,High
102,15,1,25,1,,Low,,Low,Low
102,15,1,26,1,,Low,,Low,Low
102,15,2,15,1,,Low,,Low,Low
102,15,2,22,1,,Low,,Low,Low
102,15,2,23,9,,High,,High,High
102,15,2,24,10,,High,,High,High
102,15,2,25,1,,Low,,Low,Low
102,15,2,26,1,,Low,,Low,Low
102,16,1,11,1,,Low,,Low,Low
102,16,1,12,1,,Low,,Low,Low
102,16,1,15,1,,Low,,Low,Low
102,16,1,16,6,,High,,Medium,High
102,16,1,17,4,,High,,Medium,Low
102,16,1,18,6,,High,,Medium,High
102,16,1,19,9,,High,,High,High
102,16,1,20,12,,High,,High,High
102,16,1,21,15,,High,,High,High
102,16,1,22,23,,High,,High,High
102,16,1,23,31,,High,,High,High
102,16,1,24,27,,High,,High,High
102,16,1,25,18,,High,,High,High
102,16,1,26,1,,Low,,Low,Low
102,16,2,16,1,,Low,,Low,Low
102,16,2,17,3,,High,,Medium,Low
102,16,2,18,2,,Low,,Medium,Low
102,16,2,19,5,,High,,Medium,High
102,16,2,20,5,,High,,Medium,High
102,16,2,21,10,,High,,High,High
102,16,2,22,23,,High,,High,High
102,16,2,23,27,,High,,High,High
102,16,2,24,30,,High,,High,High
102,16,2,25,10,,High,,High,High
102,16,2,26,4,,High,,Medium,Low
102,17,1,14,1,,Low,,Low,Low
102,17,1,15,2,,Low,,Medium,Low
102,17,1,16,6,,High,,Medium,High
102,17,1,17,1,,Low,,Low,Low
102,17,1,18,4,,High,,Medium,Low
102,17,1,19,2,,Low,,Medium,Low
102,17,1,20,4,,High,,Medium,Low
102,17,1,21,10,,High,,High,High
102,17,1,22,18,,High,,High,High
102,17,1,23,13,,High,,High,High
102,17,1,24,10,,High,,High,High
102,17,1,25,8,,High,,High,High
102,17,1,26,2,,Low,,Medium,Low
102,17,2,14,1,,Low,,Low,Low
102,17,2,18,1,,Low,,Low,Low
102,17,2,20,3,,High,,Medium,Low
102,17,2,21,4,,High,,Medium,Low
102,17,2,22,9,,High,,High,High
102,17,2,23,22,,High,,High,High
102,17,2,24,12,,High,,High,High
102,17,2,25,4,,High,,Medium,Low
102,17,2,26,2,,Low,,Medium,Low
102,19,1,15,1,,Low,,Low,Low
102,19,1,18,1,,Low,,Low,Low
102,19,1,20,3,,High,,Medium,Low
102,19,1,21,1,,Low,,Low,Low
102,19,1,22,2,,Low,,Medium,Low
102,19,2,17,1,,Low,,Low,Low
102,19,2,22,1,,Low,,Low,Low
102,19,2,23,1,,Low,,Low,Low
102,20,1,18,2,,Low,,Medium,Low
102,20,1,23,1,,Low,,Low,Low
102,20,1,24,1,,Low,,Low,Low
102,20,2,18,1,,Low,,Low,Low
102,20,2,22,2,,Low,,Medium,Low
102,21,1,15,2,,Low,,Medium,Low
102,21,1,16,2,,Low,,Medium,Low
102,21,1,18,1,,Low,,Low,Low
102,21,1,19,2,,Low,,Medium,Low
102,21,1,20,2,,Low,,Medium,Low
102,21,1,21,4,,High,,Medium,Low
102,21,1,22,14,,High,,High,High
102,21,1,23,16,,High,,High,High
102,21,1,24,25,,High,,High,High
102,21,1,25,12,,High,,High,High
102,21,1,26,3,,High,,Medium,Low
102,21,2,4,1,,Low,,Low,Low
102,21,2,14,1,,Low,,Low,Low
102,21,2,17,1,,Low,,Low,Low
102,21,2,20,1,,Low,,Low,Low
102,21,2,21,4,,High,,Medium,Low
102,21,2,22,5,,High,,Medium,High
102,21,2,23,13,,High,,High,High
102,21,2,24,14,,High,,High,High
102,21,2,25,3,,High,,Medium,Low
102,21,2,26,2,,Low,,Medium,Low
102,23,1,10,1,,Low,,Low,Low
102,23,1,16,1,,Low,,Low,Low
102,23,1,19,1,,Low,,Low,Low
102,23,1,20,1,,Low,,Low,Low
102,23,1,21,5,,High,,Medium,High
102,23,1,22,9,,High,,High,High
102,23,1,23,16,,High,,High,High
102,23,1,24,14,,High,,High,High
102,23,1,25,5,,High,,Medium,High
102,23,2,17,1,,Low,,Low,Low
102,23,2,18,1,,Low,,Low,Low
102,23,2,20,1,,Low,,Low,Low
102,23,2,21,2,,Low,,Medium,Low
102,23,2,22,4,,High,,Medium,Low
102,23,2,23,3,,High,,Medium,Low
102,23,2,24,2,,Low,,Medium,Low
102,23,2,25,4,,High,,Medium,Low
102,24,1,20,1,,Low,,Low,Low
102,25,1,18,1,,Low,,Low,Low
102,25,1,23,3,,High,,Medium,Low
102,25,1,24,6,,High,,Medium,High
102,25,1,25,1,,Low,,Low,Low
102,25,2,19,1,,Low,,Low,Low
102,25,2,21,2,,Low,,Medium,Low
102,25,2,23,1,,Low,,Low,Low
102,25,2,24,5,,High,,Medium,High
102,25,2,25,2,,Low,,Medium,Low
102,26,2,20,1,,Low,,Low,Low
102,26,2,23,1,,Low,,Low,Low
102,26,2,24,2,,Low,,Medium,Low
102,27,1,22,1,,Low,,Low,Low
102,27,1,23,1,,Low,,Low,Low
102,27,1,24,1,,Low,,Low,Low
102,27,1,25,1,,Low,,Low,Low
102,28,1,14,1,,Low,,Low,Low
102,28,1,16,2,,Low,,Medium,Low
102,28,1,18,1,,Low,,Low,Low
102,28,1,22,1,,Low,,Low,Low
102,28,1,23,2,,Low,,Medium,Low
102,28,1,24,3,,High,,Medium,Low
102,28,2,17,1,,Low,,Low,Low
102,28,2,18,2,,Low,,Medium,Low
102,28,2,19,1,,Low,,Low,Low
102,28,2,21,1,,Low,,Low,Low
102,28,2,23,3,,High,,Medium,Low
102,28,2,24,2,,Low,,Medium,Low
102,29,1,19,1,,Low,,Low,Low
102,29,1,22,2,,Low,,Medium,Low
102,29,1,23,1,,Low,,Low,Low
102,29,1,24,1,,Low,,Low,Low
102,29,2,22,1,,Low,,Low,Low
102,29,2,25,1,,Low,,Low,Low
102,30,1,14,1,,Low,,Low,Low
102,30,1,18,1,,Low,,Low,Low
102,30,1,21,1,,Low,,Low,Low
102,30,1,23,1,,Low,,Low,Low
102,30,1,25,3,,High,,Medium,Low
102,30,2,20,1,,Low,,Low,Low
102,30,2,25,1,,Low,,Low,Low
102,31,1,19,1,,Low,,Low,Low
102,31,1,22,2,,Low,,Medium,Low
102,31,1,23,2,,Low,,Medium,Low
102,31,1,24,1,,Low,,Low,Low
102,31,1,25,1,,Low,,Low,Low
102,31,2,19,2,,Low,,Medium,Low
102,31,2,21,2,,Low,,Medium,Low
102,31,2,22,3,,High,,Medium,Low
102,31,2,23,7,,High,,Medium,High
102,31,2,24,6,,High,,Medium,High
102,31,2,25,4,,High,,Medium,Low
102,32,1,13,1,,Low,,Low,Low
102,32,1,14,1,,Low,,Low,Low
102,32,1,16,1,,Low,,Low,Low
102,32,1,17,2,,Low,,Medium,Low
102,32,1,18,5,,High,,Medium,High
102,32,1,19,1,,Low,,Low,Low
102,32,1,20,1,,Low,,Low,Low
102,32,1,21,1,,Low,,Low,Low
102,32,1,22,1,,Low,,Low,Low
102,32,1,23,16,,High,,High,High
102,32,1,24,5,,High,,Medium,High
102,32,1,25,1,,Low,,Low,Low
102,32,2,15,2,,Low,,Medium,Low
102,32,2,16,1,,Low,,Low,Low
102,32,2,19,1,,Low,,Low,Low
102,32,2,20,6,,High,,Medium,High
102,32,2,21,4,,High,,Medium,Low
102,32,2,22,4,,High,,Medium,Low
102,32,2,23,12,,High,,High,High
102,32,2,24,4,,High,,Medium,Low
102,32,2,25,2,,Low,,Medium,Low
102,34,1,1,3,,High,,Medium,Low
102,34,2,1,5,,High,,Medium,High
102,35,1,1,1,,Low,,Low,Low
102,35,1,23,1,,Low,,Low,Low
102,35,2,1,2,,Low,,Medium,Low
102,35,2,22,1,,Low,,Low,Low
102,36,1,21,1,,Low,,Low,Low
102,36,1,24,1,,Low,,Low,Low
102,36,1,25,1,,Low,,Low,Low
102,36,2,23,1,,Low,,Low,Low
102,36,2,24,1,,Low,,Low,Low
102,36,2,25,1,,Low,,Low,Low
102,38,1,5,1,,Low,,Low,Low
102,38,1,10,2,,Low,,Medium,Low
102,38,1,15,1,,Low,,Low,Low
102,38,1,16,1,,Low,,Low,Low
102,38,1,19,1,,Low,,Low,Low
102,38,1,20,2,,Low,,Medium,Low
102,38,1,21,1,,Low,,Low,Low
102,38,1,22,5,,High,,Medium,High
102,38,1,23,4,,High,,Medium,Low
102,38,1,24,3,,High,,Medium,Low
102,38,1,25,1,,Low,,Low,Low
102,38,2,2,1,,Low,,Low,Low
102,38,2,11,1,,Low,,Low,Low
102,38,2,13,1,,Low,,Low,Low
102,38,2,17,1,,Low,,Low,Low
102,38,2,18,2,,Low,,Medium,Low
102,38,2,19,1,,Low,,Low,Low
102,38,2,20,3,,High,,Medium,Low
102,38,2,21,3,,High,,Medium,Low
102,38,2,22,3,,High,,Medium,Low
102,38,2,23,1,,Low,,Low,Low
102,38,2,24,6,,High,,Medium,High
102,39,1,11,1,,Low,,Low,Low
102,39,1,12,1,,Low,,Low,Low
102,39,1,13,2,,Low,,Medium,Low
102,39,1,15,1,,Low,,Low,Low
102,39,1,16,1,,Low,,Low,Low
102,39,1,17,1,,Low,,Low,Low
102,39,1,18,1,,Low,,Low,Low
102,39,1,20,1,,Low,,Low,Low
102,39,1,21,1,,Low,,Low,Low
102,39,2,10,1,,Low,,Low,Low
102,39,2,11,2,,Low,,Medium,Low
102,39,2,12,1,,Low,,Low,Low
102,39,2,13,2,,Low,,Medium,Low
102,39,2,15,3,,High,,Medium,Low
102,39,2,21,1,,Low,,Low,Low
102,39,2,23,1,,Low,,Low,Low
102,41,1,12,1,,Low,,Low,Low
102,41,1,13,3,,High,,Medium,Low
102,41,1,14,1,,Low,,Low,Low
102,41,1,15,2,,Low,,Medium,Low
102,41,1,16,4,,High,,Medium,Low
102,41,1,17,3,,High,,Medium,Low
