county,cause,sex,age_code,n-value,,n,,,
3111,23,2,19,1,,Low,,,
3111,23,2,21,1,,Low,,,
3111,23,2,22,1,,Low,,,
3111,23,2,23,3,,High,,,
3111,23,2,24,3,,High,,,
3111,24,1,20,4,,High,,,
3111,24,1,21,2,,Low,,,
3111,24,1,22,2,,Low,,,
3111,24,1,23,1,,Low,,,
3111,24,1,24,1,,Low,,,
3111,25,2,16,1,,Low,,,
3111,25,2,21,1,,Low,,,
3111,26,1,17,1,,Low,,,
3111,26,1,22,1,,Low,,,
3111,26,1,25,1,,Low,,,
3111,26,2,19,1,,Low,,,
3111,26,2,20,1,,Low,,,
3111,26,2,23,1,,Low,,,
3111,26,2,24,1,,Low,,,
3111,28,1,13,2,,Low,,,
3111,28,1,14,3,,High,,,
3111,28,1,15,1,,Low,,,
3111,28,1,16,1,,Low,,,
3111,28,1,17,2,,Low,,,
3111,28,1,18,1,,Low,,,
3111,28,1,19,1,,Low,,,
3111,28,1,21,1,,Low,,,
3111,28,1,22,1,,Low,,,
3111,28,1,24,1,,Low,,,
3111,28,2,16,1,,Low,,,
3111,28,2,19,1,,Low,,,
3111,28,2,20,4,,High,,,
3111,28,2,21,1,,Low,,,
3111,28,2,23,2,,Low,,,
3111,28,2,25,1,,Low,,,
3111,29,1,21,2,,Low,,,
3111,30,1,17,1,,Low,,,
3111,30,2,24,1,,Low,,,
3111,31,1,18,1,,Low,,,
3111,31,1,21,1,,Low,,,
3111,31,1,23,4,,High,,,
3111,31,1,24,3,,High,,,
3111,31,1,25,1,,Low,,,
3111,31,2,9,1,,Low,,,
3111,31,2,13,1,,Low,,,
3111,31,2,18,1,,Low,,,
3111,31,2,21,2,,Low,,,
3111,31,2,24,3,,High,,,
3111,31,2,25,1,,Low,,,
3111,32,1,16,1,,Low,,,
3111,32,1,17,1,,Low,,,
3111,32,1,18,1,,Low,,,
3111,32,1,19,1,,Low,,,
3111,32,1,20,1,,Low,,,
3111,32,1,21,2,,Low,,,
3111,32,1,22,3,,High,,,
3111,32,1,23,4,,High,,,
3111,32,1,25,1,,Low,,,
3111,32,2,14,1,,Low,,,
3111,32,2,19,1,,Low,,,
3111,32,2,20,4,,High,,,
3111,32,2,21,3,,High,,,
3111,32,2,22,4,,High,,,
3111,32,2,23,4,,High,,,
3111,32,2,24,1,,Low,,,
3111,32,2,25,1,,Low,,,
3111,34,1,1,2,,Low,,,
3111,34,2,1,3,,High,,,
3111,35,1,7,1,,Low,,,
3111,35,1,15,1,,Low,,,
3111,35,2,16,2,,Low,,,
3111,36,2,25,1,,Low,,,
3111,38,1,8,1,,Low,,,
3111,38,1,9,1,,Low,,,
3111,38,1,10,4,,High,,,
3111,38,1,11,1,,Low,,,
3111,38,1,12,2,,Low,,,
3111,38,1,14,1,,Low,,,
3111,38,1,16,1,,Low,,,
3111,38,1,17,4,,High,,,
3111,38,1,18,2,,Low,,,
3111,38,1,19,1,,Low,,,
3111,38,1,20,1,,Low,,,
3111,38,1,21,1,,Low,,,
3111,38,1,22,1,,Low,,,
3111,38,1,23,4,,High,,,
3111,38,1,24,1,,Low,,,
3111,38,1,25,1,,Low,,,
3111,38,2,14,1,,Low,,,
3111,38,2,17,1,,Low,,,
3111,38,2,18,2,,Low,,,
3111,38,2,19,1,,Low,,,
3111,38,2,23,1,,Low,,,
3111,38,2,25,2,,Low,,,
3111,39,1,12,1,,Low,,,
3111,39,1,13,2,,Low,,,
3111,39,1,14,1,,Low,,,
3111,39,1,15,3,,High,,,
3111,39,1,16,2,,Low,,,
3111,39,1,17,5,,High,,,
3111,39,1,18,3,,High,,,
3111,39,1,21,3,,High,,,
3111,39,1,22,1,,Low,,,
3111,39,1,23,1,,Low,,,
3111,39,2,9,1,,Low,,,
3111,39,2,12,1,,Low,,,
3111,39,2,13,1,,Low,,,
3111,39,2,14,1,,Low,,,
3111,39,2,15,2,,Low,,,
3111,39,2,16,1,,Low,,,
3111,39,2,17,1,,Low,,,
3111,39,2,21,1,,Low,,,
3111,40,1,18,2,,Low,,,
3111,41,1,11,1,,Low,,,
3111,41,1,13,1,,Low,,,
3111,41,1,14,3,,High,,,
3111,41,1,15,3,,High,,,
3111,41,1,16,5,,High,,,
3111,41,1,17,8,,High,,,
3111,41,1,18,8,,High,,,
3111,41,1,19,3,,High,,,
3111,41,1,20,4,,High,,,
3111,41,1,21,4,,High,,,
3111,41,1,22,3,,High,,,
3111,41,1,23,9,,High,,,
3111,41,1,24,7,,High,,,
3111,41,1,25,1,,Low,,,
3111,41,1,26,1,,Low,,,
3111,41,2,2,1,,Low,,,
3111,41,2,11,2,,Low,,,
3111,41,2,12,2,,Low,,,
3111,41,2,14,2,,Low,,,
3111,41,2,15,1,,Low,,,
3111,41,2,16,2,,Low,,,
3111,41,2,17,1,,Low,,,
3111,41,2,18,2,,Low,,,
3111,41,2,19,2,,Low,,,
3111,41,2,20,3,,High,,,
3111,41,2,21,7,,High,,,
3111,41,2,22,6,,High,,,
3111,41,2,23,9,,High,,,
3111,41,2,24,4,,High,,,
3111,41,2,25,3,,High,,,
3111,41,2,26,1,,Low,,,
3112,2,1,21,1,,Low,,,
3112,3,1,14,1,,Low,,,
3112,3,1,15,1,,Low,,,
3112,3,1,17,1,,Low,,,
3112,3,1,19,1,,Low,,,
3112,3,1,23,2,,Low,,,
3112,3,1,25,1,,Low,,,
3112,3,2,19,1,,Low,,,
3112,3,2,22,1,,Low,,,
3112,3,2,26,1,,Low,,,
3112,4,1,18,1,,Low,,,
3112,5,1,12,1,,Low,,,
3112,6,1,4,1,,Low,,,
3112,6,1,12,1,,Low,,,
3112,6,1,14,2,,Low,,,
3112,6,1,15,4,,High,,,
3112,6,1,16,5,,High,,,
3112,6,1,17,6,,High,,,
3112,6,1,18,9,,High,,,
3112,6,1,19,6,,High,,,
3112,6,1,20,6,,High,,,
3112,6,1,21,10,,High,,,
3112,6,1,22,10,,High,,,
3112,6,1,23,3,,High,,,
3112,6,1,24,3,,High,,,
3112,6,2,14,1,,Low,,,
3112,6,2,15,1,,Low,,,
3112,6,2,16,2,,Low,,,
3112,6,2,17,7,,High,,,
3112,6,2,18,2,,Low,,,
3112,6,2,19,8,,High,,,
3112,6,2,20,7,,High,,,
3112,6,2,21,9,,High,,,
3112,6,2,22,9,,High,,,
3112,6,2,23,4,,High,,,
3112,6,2,24,3,,High,,,
3112,7,1,18,1,,Low,,,
3112,7,1,20,1,,Low,,,
3112,7,2,22,1,,Low,,,
3112,8,2,23,1,,Low,,,
3112,9,1,17,2,,Low,,,
3112,9,1,20,7,,High,,,
3112,9,1,21,4,,High,,,
3112,9,1,22,4,,High,,,
3112,9,1,23,3,,High,,,
3112,9,2,16,1,,Low,,,
3112,9,2,17,1,,Low,,,
3112,9,2,20,3,,High,,,
3112,9,2,21,3,,High,,,
3112,9,2,22,4,,High,,,
3112,9,2,23,3,,High,,,
3112,9,2,24,2,,Low,,,
3112,9,2,25,1,,Low,,,
3112,10,1,22,1,,Low,,,
3112,10,2,22,1,,Low,,,
3112,13,2,20,1,,Low,,,
3112,13,2,23,1,,Low,,,
3112,15,1,19,1,,Low,,,
3112,15,1,22,1,,Low,,,
3112,15,1,23,2,,Low,,,
3112,15,2,19,1,,Low,,,
3112,15,2,20,1,,Low,,,
3112,15,2,23,4,,High,,,
3112,15,2,24,1,,Low,,,
3112,16,1,13,1,,Low,,,
3112,16,1,14,1,,Low,,,
3112,16,1,15,2,,Low,,,
3112,16,1,17,1,,Low,,,
3112,16,1,18,1,,Low,,,
3112,16,1,19,2,,Low,,,
3112,16,1,20,2,,Low,,,
3112,16,1,21,6,,High,,,
3112,16,1,22,4,,High,,,
3112,16,1,23,6,,High,,,
3112,16,2,15,1,,Low,,,
3112,16,2,18,2,,Low,,,
3112,16,2,19,1,,Low,,,
3112,16,2,20,1,,Low,,,
3112,16,2,21,7,,High,,,
3112,16,2,22,7,,High,,,
3112,16,2,23,10,,High,,,
3112,16,2,24,5,,High,,,
3112,16,2,25,4,,High,,,
3112,17,1,16,1,,Low,,,
3112,17,1,17,2,,Low,,,
3112,17,1,19,1,,Low,,,
3112,17,1,21,4,,High,,,
3112,17,1,22,1,,Low,,,
3112,17,1,23,4,,High,,,
3112,17,2,10,1,,Low,,,
3112,17,2,17,2,,Low,,,
3112,17,2,18,3,,High,,,
3112,17,2,21,4,,High,,,
3112,17,2,22,4,,High,,,
3112,17,2,23,2,,Low,,,
3112,21,1,18,1,,Low,,,
3112,21,1,19,2,,Low,,,
3112,21,1,20,1,,Low,,,
3112,21,1,21,3,,High,,,
3112,21,1,22,3,,High,,,
3112,21,1,23,5,,High,,,
3112,21,1,24,2,,Low,,,
3112,21,2,22,2,,Low,,,
3112,21,2,23,4,,High,,,
3112,21,2,24,2,,Low,,,
3112,21,2,26,1,,Low,,,
3112,23,1,15,1,,Low,,,
3112,23,1,20,2,,Low,,,
3112,23,1,21,1,,Low,,,
3112,23,1,22,4,,High,,,
3112,23,1,23,4,,High,,,
3112,23,1,24,1,,Low,,,
3112,23,2,23,2,,Low,,,
3112,23,2,24,1,,Low,,,
3112,24,1,18,1,,Low,,,
3112,24,1,19,1,,Low,,,
3112,24,1,21,2,,Low,,,
3112,24,1,22,6,,High,,,
3112,24,1,23,4,,High,,,
3112,24,1,25,1,,Low,,,
3112,24,2,24,1,,Low,,,
3112,26,1,21,1,,Low,,,
3112,26,1,22,1,,Low,,,
3112,27,2,17,1,,Low,,,
3112,27,2,22,1,,Low,,,
3112,28,1,13,1,,Low,,,
3112,28,1,14,2,,Low,,,
3112,28,1,15,2,,Low,,,
3112,28,1,16,3,,High,,,
3112,28,1,17,1,,Low,,,
3112,28,1,18,3,,High,,,
3112,28,1,19,1,,Low,,,
3112,28,2,20,1,,Low,,,
3112,28,2,21,1,,Low,,,
3112,28,2,22,1,,Low,,,
3112,29,1,24,2,,Low,,,
3112,29,2,21,1,,Low,,,
3112,30,2,18,1,,Low,,,
3112,31,1,15,1,,Low,,,
3112,31,2,22,1,,Low,,,
3112,31,2,24,1,,Low,,,
3112,32,1,19,1,,Low,,,
3112,32,1,20,1,,Low,,,
3112,32,1,21,1,,Low,,,
3112,32,1,22,1,,Low,,,
3112,32,1,23,1,,Low,,,
3112,32,2,18,1,,Low,,,
3112,32,2,19,1,,Low,,,
3112,32,2,20,1,,Low,,,
3112,32,2,21,4,,High,,,
3112,32,2,23,1,,Low,,,
3112,32,2,24,1,,Low,,,
3112,36,1,20,1,,Low,,,
3112,38,1,11,1,,Low,,,
3112,38,1,12,1,,Low,,,
3112,38,1,13,1,,Low,,,
3112,38,1,14,1,,Low,,,
3112,38,1,16,3,,High,,,
3112,38,1,18,1,,Low,,,
3112,38,1,20,2,,Low,,,
3112,38,1,23,1,,Low,,,
3112,38,2,4,1,,Low,,,
3112,38,2,18,1,,Low,,,
3112,38,2,20,1,,Low,,,
3112,39,1,11,2,,Low,,,
3112,39,1,12,1,,Low,,,
3112,39,1,17,1,,Low,,,
3112,39,1,18,1,,Low,,,
3112,39,1,19,1,,Low,,,
3112,39,1,21,1,,Low,,,
3112,39,1,23,1,,Low,,,
3112,39,1,24,1,,Low,,,
3112,39,2,13,1,,Low,,,
3112,40,1,13,1,,Low,,,
3112,41,1,14,1,,Low,,,
3112,41,1,17,5,,High,,,
3112,41,1,18,2,,Low,,,
3112,41,1,19,1,,Low,,,
3112,41,1,20,3,,High,,,
3112,41,1,21,3,,High,,,
3112,41,1,22,1,,Low,,,
3112,41,1,23,2,,Low,,,
3112,41,1,25,3,,High,,,
3112,41,2,9,1,,Low,,,
3112,41,2,14,1,,Low,,,
3112,41,2,15,1,,Low,,,
3112,41,2,17,2,,Low,,,
3112,41,2,18,2,,Low,,,
3112,41,2,20,1,,Low,,,
3112,41,2,21,2,,Low,,,
3112,41,2,22,2,,Low,,,
3112,41,2,23,2,,Low,,,
3112,41,2,24,3,,High,,,
3113,2,1,20,1,,Low,,,
3113,2,1,23,1,,Low,,,
3113,2,2,21,1,,Low,,,
3113,3,1,15,1,,Low,,,
3113,3,1,16,3,,High,,,
3113,3,1,17,1,,Low,,,
3113,3,1,18,1,,Low,,,
3113,3,1,19,3,,High,,,
3113,3,1,20,2,,Low,,,
3113,3,1,21,2,,Low,,,
3113,3,1,22,1,,Low,,,
3113,3,1,23,6,,High,,,
3113,3,1,24,1,,Low,,,
3113,3,1,25,1,,Low,,,
3113,3,2,18,1,,Low,,,
3113,3,2,19,2,,Low,,,
3113,3,2,21,2,,Low,,,
3113,3,2,22,2,,Low,,,
3113,3,2,24,2,,Low,,,
3113,3,2,25,1,,Low,,,
3113,4,2,18,1,,Low,,,
3113,4,2,20,1,,Low,,,
3113,6,1,11,1,,Low,,,
3113,6,1,13,4,,High,,,
3113,6,1,14,7,,High,,,
3113,6,1,15,10,,High,,,
3113,6,1,16,29,,High,,,
3113,6,1,17,25,,High,,,
3113,6,1,18,41,,High,,,
3113,6,1,19,22,,High,,,
3113,6,1,20,23,,High,,,
3113,6,1,21,14,,High,,,
3113,6,1,22,25,,High,,,
3113,6,1,23,4,,High,,,
3113,6,1,24,4,,High,,,
3113,6,1,25,1,,Low,,,
3113,6,2,11,2,,Low,,,
3113,6,2,12,3,,High,,,
3113,6,2,13,5,,High,,,
3113,6,2,14,2,,Low,,,
3113,6,2,15,8,,High,,,
3113,6,2,16,16,,High,,,
3113,6,2,17,10,,High,,,
3113,6,2,18,23,,High,,,
3113,6,2,19,21,,High,,,
3113,6,2,20,18,,High,,,
3113,6,2,21,15,,High,,,
3113,6,2,22,14,,High,,,
3113,6,2,23,5,,High,,,
3113,6,2,24,3,,High,,,
3113,6,2,25,1,,Low,,,
3113,7,1,12,1,,Low,,,
3113,7,1,18,1,,Low,,,
3113,7,1,19,2,,Low,,,
3113,7,1,20,1,,Low,,,
3113,7,1,21,1,,Low,,,
3113,7,2,2,1,,Low,,,
3113,7,2,23,1,,Low,,,
3113,8,1,21,2,,Low,,,
3113,9,1,10,1,,Low,,,
3113,9,1,13,1,,Low,,,
3113,9,1,15,4,,High,,,
3113,9,1,16,5,,High,,,
3113,9,1,17,3,,High,,,
3113,9,1,18,4,,High,,,
3113,9,1,19,5,,High,,,
3113,9,1,20,6,,High,,,
3113,9,1,21,5,,High,,,
3113,9,1,22,3,,High,,,
3113,9,1,23,4,,High,,,
3113,9,1,24,2,,Low,,,
3113,9,2,16,2,,Low,,,
3113,9,2,17,6,,High,,,
3113,9,2,18,1,,Low,,,
3113,9,2,19,5,,High,,,
3113,9,2,20,2,,Low,,,
3113,9,2,21,6,,High,,,
3113,9,2,22,2,,Low,,,
3113,9,2,23,2,,Low,,,
3113,9,2,26,1,,Low,,,
3113,10,1,20,1,,Low,,,
3113,10,1,21,1,,Low,,,
3113,10,1,23,1,,Low,,,
3113,10,1,24,2,,Low,,,
3113,10,1,25,1,,Low,,,
3113,10,2,17,1,,Low,,,
3113,10,2,20,1,,Low,,,
3113,10,2,21,1,,Low,,,
3113,10,2,22,3,,High,,,
3113,10,2,23,1,,Low,,,
3113,10,2,24,2,,Low,,,
3113,10,2,25,1,,Low,,,
3113,11,2,20,1,,Low,,,
3113,12,2,18,1,,Low,,,
3113,13,1,18,1,,Low,,,
3113,13,1,19,1,,Low,,,
3113,13,1,22,1,,Low,,,
3113,13,2,22,1,,Low,,,
3113,14,2,23,1,,Low,,,
3113,15,1,15,1,,Low,,,
3113,15,1,16,2,,Low,,,
3113,15,1,17,2,,Low,,,
3113,15,1,18,4,,High,,,
3113,15,1,19,2,,Low,,,
3113,15,1,21,4,,High,,,
3113,15,1,22,1,,Low,,,
3113,15,1,23,2,,Low,,,
3113,15,1,24,1,,Low,,,
3113,15,1,25,2,,Low,,,
3113,15,2,14,1,,Low,,,
3113,15,2,16,2,,Low,,,
3113,15,2,19,2,,Low,,,
3113,15,2,20,1,,Low,,,
3113,15,2,21,3,,High,,,
3113,15,2,22,2,,Low,,,
3113,15,2,23,1,,Low,,,
3113,15,2,24,1,,Low,,,
3113,15,2,26,1,,Low,,,
3113,16,1,8,1,,Low,,,
3113,16,1,12,1,,Low,,,
3113,16,1,13,2,,Low,,,
3113,16,1,14,4,,High,,,
3113,16,1,15,5,,High,,,
3113,16,1,16,4,,High,,,
3113,16,1,17,8,,High,,,
3113,16,1,18,11,,High,,,
3113,16,1,19,5,,High,,,
3113,16,1,20,8,,High,,,
3113,16,1,21,12,,High,,,
3113,16,1,22,13,,High,,,
3113,16,1,23,9,,High,,,
3113,16,1,24,5,,High,,,
3113,16,2,11,1,,Low,,,
3113,16,2,14,2,,Low,,,
3113,16,2,15,3,,High,,,
3113,16,2,16,3,,High,,,
3113,16,2,17,4,,High,,,
3113,16,2,18,8,,High,,,
3113,16,2,19,3,,High,,,
3113,16,2,20,11,,High,,,
3113,16,2,21,8,,High,,,
3113,16,2,22,11,,High,,,
3113,16,2,23,5,,High,,,
3113,16,2,24,7,,High,,,
3113,16,2,25,1,,Low,,,
3113,16,2,26,1,,Low,,,
3113,17,1,12,1,,Low,,,
3113,17,1,13,1,,Low,,,
3113,17,1,16,2,,Low,,,
3113,17,1,17,2,,Low,,,
3113,17,1,18,7,,High,,,
3113,17,1,19,5,,High,,,
3113,17,1,20,5,,High,,,
3113,17,1,21,6,,High,,,
3113,17,1,22,9,,High,,,
3113,17,1,23,6,,High,,,
3113,17,1,25,1,,Low,,,
3113,17,2,12,1,,Low,,,
3113,17,2,18,2,,Low,,,
3113,17,2,19,1,,Low,,,
3113,17,2,20,1,,Low,,,
3113,17,2,21,2,,Low,,,
3113,17,2,22,7,,High,,,
3113,17,2,23,5,,High,,,
3113,17,2,24,3,,High,,,
3113,17,2,25,2,,Low,,,
3113,18,2,23,1,,Low,,,
3113,19,1,16,1,,Low,,,
3113,19,1,17,1,,Low,,,
3113,19,1,19,1,,Low,,,
3113,19,1,20,1,,Low,,,
3113,19,1,21,1,,Low,,,
3113,19,1,24,1,,Low,,,
3113,20,1,13,1,,Low,,,
3113,21,1,14,1,,Low,,,
3113,21,1,16,2,,Low,,,
3113,21,1,17,3,,High,,,
3113,21,1,18,1,,Low,,,
3113,21,1,19,2,,Low,,,
3113,21,1,20,4,,High,,,
3113,21,1,21,3,,High,,,
3113,21,1,22,11,,High,,,
3113,21,1,23,15,,High,,,
3113,21,1,24,1,,Low,,,
3113,21,1,25,1,,Low,,,
3113,21,2,3,1,,Low,,,
3113,21,2,10,1,,Low,,,
3113,21,2,14,1,,Low,,,
3113,21,2,16,1,,Low,,,
3113,21,2,18,1,,Low,,,
3113,21,2,20,3,,High,,,
3113,21,2,21,4,,High,,,
3113,21,2,22,5,,High,,,
3113,21,2,23,8,,High,,,
3113,21,2,24,6,,High,,,
3113,21,2,26,2,,Low,,,
3113,22,1,23,1,,Low,,,
3113,23,1,17,1,,Low,,,
3113,23,1,18,2,,Low,,,
3113,23,1,19,3,,High,,,
3113,23,1,20,5,,High,,,
3113,23,1,21,4,,High,,,
3113,23,1,22,4,,High,,,
3113,23,1,23,6,,High,,,
3113,23,1,24,3,,High,,,
3113,23,1,26,1,,Low,,,
3113,23,2,20,2,,Low,,,
3113,23,2,21,2,,Low,,,
3113,23,2,23,4,,High,,,
3113,23,2,24,1,,Low,,,
3113,24,1,26,1,,Low,,,
3113,25,1,19,1,,Low,,,
3113,25,1,24,1,,Low,,,
3113,26,1,21,1,,Low,,,
3113,26,1,24,1,,Low,,,
3113,26,2,18,1,,Low,,,
3113,27,2,23,1,,Low,,,
3113,28,1,12,2,,Low,,,
3113,28,1,13,3,,High,,,
3113,28,1,14,2,,Low,,,
3113,28,1,15,2,,Low,,,
3113,28,1,16,6,,High,,,
3113,28,1,17,3,,High,,,
3113,28,1,18,2,,Low,,,
3113,28,1,19,1,,Low,,,
3113,28,1,20,2,,Low,,,
3113,28,1,21,2,,Low,,,
3113,28,1,24,1,,Low,,,
3113,28,2,15,2,,Low,,,
3113,28,2,16,1,,Low,,,
3113,28,2,18,2,,Low,,,
3113,28,2,19,2,,Low,,,
3113,28,2,20,2,,Low,,,
3113,28,2,21,1,,Low,,,
3113,28,2,22,1,,Low,,,
3113,29,1,18,1,,Low,,,
3113,29,1,22,1,,Low,,,
3113,30,1,15,1,,Low,,,
3113,30,1,20,1,,Low,,,
3113,30,2,19,1,,Low,,,
3113,30,2,22,1,,Low,,,
3113,31,1,9,1,,Low,,,
3113,31,1,11,1,,Low,,,
3113,31,1,18,1,,Low,,,
3113,31,1,23,1,,Low,,,
3113,31,1,24,1,,Low,,,
3113,31,1,25,1,,Low,,,
3113,31,2,22,1,,Low,,,
3113,31,2,24,5,,High,,,
3113,31,2,25,3,,High,,,
3113,32,1,13,1,,Low,,,
3113,32,1,17,1,,Low,,,
3113,32,1,18,3,,High,,,
3113,32,1,20,1,,Low,,,
3113,32,1,21,2,,Low,,,
3113,32,1,22,2,,Low,,,
3113,32,1,23,4,,High,,,
3113,32,1,24,3,,High,,,
3113,32,1,25,1,,Low,,,
3113,32,2,17,1,,Low,,,
3113,32,2,18,3,,High,,,
3113,32,2,19,1,,Low,,,
3113,32,2,20,1,,Low,,,
3113,32,2,21,1,,Low,,,
3113,32,2,22,6,,High,,,
3113,32,2,23,2,,Low,,,
3113,32,2,24,1,,Low,,,
3113,34,1,1,3,,High,,,
3113,34,2,1,2,,Low,,,
3113,35,1,1,1,,Low,,,
3113,36,1,20,1,,Low,,,
3113,36,1,21,1,,Low,,,
3113,36,2,26,1,,Low,,,
3113,38,1,10,1,,Low,,,
3113,38,1,11,1,,Low,,,
3113,38,1,12,2,,Low,,,
3113,38,1,13,2,,Low,,,
3113,38,1,14,2,,Low,,,
3113,38,1,16,7,,High,,,
3113,38,1,17,2,,Low,,,
3113,38,1,18,5,,High,,,
3113,38,1,19,5,,High,,,
3113,38,1,20,2,,Low,,,
3113,38,1,22,2,,Low,,,
3113,38,2,12,1,,Low,,,
3113,38,2,14,1,,Low,,,
3113,38,2,15,1,,Low,,,
3113,38,2,17,1,,Low,,,
3113,38,2,18,1,,Low,,,
3113,38,2,19,1,,Low,,,
3113,39,1,9,1,,Low,,,
3113,39,1,10,1,,Low,,,
3113,39,1,12,3,,High,,,
3113,39,1,13,2,,Low,,,
3113,39,1,14,3,,High,,,
3113,39,1,15,2,,Low,,,
3113,39,1,16,2,,Low,,,
3113,39,1,17,4,,High,,,
3113,39,1,18,2,,Low,,,
3113,39,1,19,5,,High,,,
3113,39,1,20,1,,Low,,,
3113,39,1,23,1,,Low,,,
3113,39,2,10,1,,Low,,,
3113,39,2,13,1,,Low,,,
3113,39,2,14,2,,Low,,,
3113,39,2,15,1,,Low,,,
3113,39,2,17,1,,Low,,,
3113,39,2,18,1,,Low,,,
3113,39,2,19,1,,Low,,,
3113,39,2,22,1,,Low,,,
3113,41,1,2,1,,Low,,,
3113,41,1,9,1,,Low,,,
3113,41,1,10,1,,Low,,,
3113,41,1,11,2,,Low,,,
3113,41,1,12,5,,High,,,
3113,41,1,13,1,,Low,,,
3113,41,1,14,1,,Low,,,
3113,41,1,15,2,,Low,,,
3113,41,1,16,7,,High,,,
3113,41,1,17,8,,High,,,
3113,41,1,18,6,,High,,,
3113,41,1,19,3,,High,,,
3113,41,1,20,10,,High,,,
3113,41,1,21,10,,High,,,
3113,41,1,22,12,,High,,,
3113,41,1,23,8,,High,,,
3113,41,1,24,4,,High,,,
3113,41,1,25,2,,Low,,,
3113,41,2,11,1,,Low,,,
3113,41,2,15,1,,Low,,,
3113,41,2,16,5,,High,,,
3113,41,2,17,3,,High,,,
3113,41,2,18,4,,High,,,
3113,41,2,19,2,,Low,,,
3113,41,2,20,4,,High,,,
3113,41,2,21,6,,High,,,
3113,41,2,22,11,,High,,,
3113,41,2,23,8,,High,,,
3113,41,2,24,3,,High,,,
3113,41,2,25,1,,Low,,,
3114,2,1,20,2,,Low,,,
3114,2,1,22,1,,Low,,,
3114,3,1,19,2,,Low,,,
3114,3,1,21,1,,Low,,,
3114,3,1,23,1,,Low,,,
3114,3,2,11,1,,Low,,,
3114,3,2,15,1,,Low,,,
3114,3,2,20,2,,Low,,,
3114,3,2,23,1,,Low,,,
3114,3,2,24,1,,Low,,,
3114,4,1,18,1,,Low,,,
3114,5,2,16,1,,Low,,,
3114,6,1,9,1,,Low,,,
3114,6,1,12,4,,High,,,
3114,6,1,13,3,,High,,,
3114,6,1,14,10,,High,,,
3114,6,1,15,10,,High,,,
3114,6,1,16,19,,High,,,
3114,6,1,17,25,,High,,,
3114,6,1,18,24,,High,,,
3114,6,1,19,17,,High,,,
3114,6,1,20,21,,High,,,
3114,6,1,21,16,,High,,,
3114,6,1,22,9,,High,,,
3114,6,1,23,9,,High,,,
3114,6,1,24,2,,Low,,,
3114,6,2,11,2,,Low,,,
3114,6,2,12,2,,Low,,,
3114,6,2,13,2,,Low,,,
3114,6,2,14,3,,High,,,
3114,6,2,15,7,,High,,,
3114,6,2,16,11,,High,,,
3114,6,2,17,14,,High,,,
3114,6,2,18,17,,High,,,
3114,6,2,19,5,,High,,,
3114,6,2,20,19,,High,,,
3114,6,2,21,11,,High,,,
3114,6,2,22,9,,High,,,
3114,6,2,23,4,,High,,,
3114,6,2,24,2,,Low,,,
3114,6,2,25,3,,High,,,
3114,7,1,14,1,,Low,,,
3114,7,1,18,2,,Low,,,
3114,7,1,19,1,,Low,,,
3114,7,1,21,1,,Low,,,
3114,7,1,24,1,,Low,,,
3114,8,1,17,1,,Low,,,
3114,8,1,23,1,,Low,,,
3114,9,1,9,1,,Low,,,
3114,9,1,15,2,,Low,,,
3114,9,1,16,1,,Low,,,
3114,9,1,17,4,,High,,,
3114,9,1,18,5,,High,,,
3114,9,1,19,4,,High,,,
3114,9,1,20,3,,High,,,
3114,9,1,21,6,,High,,,
3114,9,1,23,2,,Low,,,
3114,9,1,24,2,,Low,,,
3114,9,2,16,1,,Low,,,
3114,9,2,18,4,,High,,,
3114,9,2,19,2,,Low,,,
3114,9,2,20,1,,Low,,,
3114,9,2,21,3,,High,,,
3114,9,2,22,5,,High,,,
3114,9,2,23,5,,High,,,
3114,9,2,24,2,,Low,,,
3114,9,2,25,1,,Low,,,
3114,10,1,21,1,,Low,,,
3114,10,2,21,1,,Low,,,
3114,10,2,22,1,,Low,,,
3114,10,2,23,1,,Low,,,
3114,10,2,24,1,,Low,,,
3114,13,1,24,1,,Low,,,
3114,13,2,22,1,,Low,,,
3114,15,1,15,2,,Low,,,
3114,15,1,16,1,,Low,,,
3114,15,1,17,2,,Low,,,
3114,15,1,18,1,,Low,,,
3114,15,1,20,1,,Low,,,
3114,15,1,21,2,,Low,,,
3114,15,1,22,2,,Low,,,
3114,15,1,23,3,,High,,,
3114,15,1,24,1,,Low,,,
3114,15,2,16,1,,Low,,,
3114,15,2,19,2,,Low,,,
3114,15,2,21,2,,Low,,,
3114,15,2,22,1,,Low,,,
3114,15,2,23,3,,High,,,
3114,15,2,24,2,,Low,,,
3114,15,2,26,1,,Low,,,
3114,16,1,12,1,,Low,,,
3114,16,1,13,3,,High,,,
3114,16,1,14,3,,High,,,
3114,16,1,15,2,,Low,,,
3114,16,1,16,6,,High,,,
3114,16,1,17,7,,High,,,
3114,16,1,18,8,,High,,,
3114,16,1,19,6,,High,,,
3114,16,1,20,8,,High,,,
3114,16,1,21,8,,High,,,
3114,16,1,22,10,,High,,,
3114,16,1,23,6,,High,,,
3114,16,1,24,2,,Low,,,
3114,16,2,13,1,,Low,,,
3114,16,2,14,2,,Low,,,
3114,16,2,16,2,,Low,,,
3114,16,2,17,1,,Low,,,
3114,16,2,18,2,,Low,,,
3114,16,2,19,2,,Low,,,
3114,16,2,20,3,,High,,,
3114,16,2,21,9,,High,,,
3114,16,2,22,8,,High,,,
3114,16,2,23,8,,High,,,
3114,16,2,24,5,,High,,,
